term,preferred_label,figures,panels,figure_roles,main_or_supplementary,abc_role,abc_subrole,domain,concept_family,node_level,atlas_layer,analysis_tier,include_primary,dictionary_hit_present,corpus_hit_n,corpus_hit_pct,outcomes_supported,outcome_support_vector,total_outcome_cohit_articles,max_outcome_cohit_articles,dominant_outcome,selection_rules,provenance_notes,cohit_AE.ILD,cohit_progression,cohit_mortality
nintedanib,nintedanib,Figure 2,Figure 2:Outcome-domain matrix,term-outcome pair,main,A,A_treatment_context,treatment_context,antifibrotic,specific,treatment_context,treatment_context,FALSE,TRUE,33,2.21,2,AE-ILD=0; progression=20; mortality=14,34,20,progression,Outcome-domain pair evidence from current dictionary and hit matrix.,"Treatment-context node; retained separately, not interpreted as treatment effect or drug-risk estimate.",0,20,14
rituximab,rituximab,Figure 2,Figure 2:Outcome-domain matrix,term-outcome pair,main,A,A_treatment_context,treatment_context,B_cell_targeted_biologic,specific,treatment_context,treatment_context,FALSE,TRUE,39,2.61,2,AE-ILD=0; progression=12; mortality=19,31,19,mortality,Outcome-domain pair evidence from current dictionary and hit matrix.,"Treatment-context node; retained separately, not interpreted as treatment effect or drug-risk estimate.",0,12,19
cyclophosphamide,cyclophosphamide,Figure 2,Figure 2:Outcome-domain matrix,term-outcome pair,main,A,A_treatment_context,treatment_context,immunosuppressive_csDMARD,specific,treatment_context,treatment_context,FALSE,TRUE,29,1.94,3,AE-ILD=1; progression=13; mortality=12,26,13,progression,Outcome-domain pair evidence from current dictionary and hit matrix.,"Treatment-context node; retained separately, not interpreted as treatment effect or drug-risk estimate.",1,13,12
abatacept,abatacept,Figure 2,Figure 2:Outcome-domain matrix,term-outcome pair,main,A,A_treatment_context,treatment_context,T_cell_costimulation_biologic,specific,treatment_context,treatment_context,FALSE,TRUE,35,2.34,2,AE-ILD=0; progression=13; mortality=9,22,13,progression,Outcome-domain pair evidence from current dictionary and hit matrix.,"Treatment-context node; retained separately, not interpreted as treatment effect or drug-risk estimate.",0,13,9
pirfenidone,pirfenidone,Figure 2,Figure 2:Outcome-domain matrix,term-outcome pair,main,A,A_treatment_context,treatment_context,antifibrotic,specific,treatment_context,treatment_context,FALSE,TRUE,17,1.14,2,AE-ILD=0; progression=6; mortality=9,15,9,mortality,Outcome-domain pair evidence from current dictionary and hit matrix.,"Treatment-context node; retained separately, not interpreted as treatment effect or drug-risk estimate.",0,6,9
leflunomide,leflunomide,Figure 2,Figure 2:Outcome-domain matrix,term-outcome pair,main,A,A_treatment_context,treatment_context,csDMARD,specific,treatment_context,treatment_context,FALSE,TRUE,17,1.14,2,AE-ILD=0; progression=5; mortality=9,14,9,mortality,Outcome-domain pair evidence from current dictionary and hit matrix.,"Treatment-context node; retained separately, not interpreted as treatment effect or drug-risk estimate.",0,5,9
mycophenolate,mycophenolate,Figure 2,Figure 2:Outcome-domain matrix,term-outcome pair,main,A,A_treatment_context,treatment_context,immunosuppressive_csDMARD,specific,treatment_context,treatment_context,FALSE,TRUE,18,1.21,2,AE-ILD=0; progression=8; mortality=5,13,8,progression,Outcome-domain pair evidence from current dictionary and hit matrix.,"Treatment-context node; retained separately, not interpreted as treatment effect or drug-risk estimate.",0,8,5
azathioprine,azathioprine,Figure 2,Figure 2:Outcome-domain matrix,term-outcome pair,main,A,A_treatment_context,treatment_context,immunosuppressive_csDMARD,specific,treatment_context,treatment_context,FALSE,TRUE,20,1.34,2,AE-ILD=0; progression=6; mortality=6,12,6,progression,Outcome-domain pair evidence from current dictionary and hit matrix.,"Treatment-context node; retained separately, not interpreted as treatment effect or drug-risk estimate.",0,6,6
tacrolimus,tacrolimus,Figure 2,Figure 2:Outcome-domain matrix,term-outcome pair,main,A,A_treatment_context,treatment_context,calcineurin_inhibitor,specific,treatment_context,treatment_context,FALSE,TRUE,11,0.74,2,AE-ILD=0; progression=3; mortality=5,8,5,mortality,Outcome-domain pair evidence from current dictionary and hit matrix.,"Treatment-context node; retained separately, not interpreted as treatment effect or drug-risk estimate.",0,3,5
infliximab,infliximab,Figure 2,Figure 2:Outcome-domain matrix,term-outcome pair,main,A,A_treatment_context,treatment_context,TNF_inhibitor,specific,treatment_context,treatment_context,FALSE,TRUE,14,0.94,2,AE-ILD=0; progression=3; mortality=4,7,4,mortality,Outcome-domain pair evidence from current dictionary and hit matrix.,"Treatment-context node; retained separately, not interpreted as treatment effect or drug-risk estimate.",0,3,4
baricitinib,baricitinib,Figure 2,Figure 2:Outcome-domain matrix,term-outcome pair,main,A,A_treatment_context,treatment_context,JAK_inhibitor,specific,treatment_context,treatment_context,FALSE,TRUE,8,0.54,2,AE-ILD=0; progression=3; mortality=3,6,3,progression,Outcome-domain pair evidence from current dictionary and hit matrix.,"Treatment-context node; retained separately, not interpreted as treatment effect or drug-risk estimate.",0,3,3
etanercept,etanercept,Figure 2,Figure 2:Outcome-domain matrix,term-outcome pair,main,A,A_treatment_context,treatment_context,TNF_inhibitor,specific,treatment_context,treatment_context,FALSE,TRUE,13,0.87,2,AE-ILD=0; progression=2; mortality=1,3,2,progression,Outcome-domain pair evidence from current dictionary and hit matrix.,"Treatment-context node; retained separately, not interpreted as treatment effect or drug-risk estimate.",0,2,1
tofacitinib,tofacitinib,Figure 2,Figure 2:Outcome-domain matrix,term-outcome pair,main,A,A_treatment_context,treatment_context,JAK_inhibitor,specific,treatment_context,treatment_context,FALSE,TRUE,10,0.67,2,AE-ILD=0; progression=2; mortality=1,3,2,progression,Outcome-domain pair evidence from current dictionary and hit matrix.,"Treatment-context node; retained separately, not interpreted as treatment effect or drug-risk estimate.",0,2,1
adalimumab,adalimumab,Figure 2,Figure 2:Outcome-domain matrix,term-outcome pair,main,A,A_treatment_context,treatment_context,TNF_inhibitor,specific,treatment_context,treatment_context,FALSE,TRUE,9,0.6,1,AE-ILD=0; progression=2; mortality=0,2,2,progression,Outcome-domain pair evidence from current dictionary and hit matrix.,"Treatment-context node; retained separately, not interpreted as treatment effect or drug-risk estimate.",0,2,0
certolizumab,certolizumab,Figure 2,Figure 2:Outcome-domain matrix,term-outcome pair,main,A,A_treatment_context,treatment_context,TNF_inhibitor,specific,treatment_context,treatment_context,FALSE,TRUE,2,0.13,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.,"Treatment-context node; retained separately, not interpreted as treatment effect or drug-risk estimate.",0,0,0
cyclosporine,cyclosporine,Figure 2,Figure 2:Outcome-domain matrix,term-outcome pair,main,A,A_treatment_context,treatment_context,calcineurin_inhibitor,specific,treatment_context,treatment_context,FALSE,TRUE,6,0.4,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.,"Treatment-context node; retained separately, not interpreted as treatment effect or drug-risk estimate.",0,0,0
filgotinib,filgotinib,Figure 2,Figure 2:Outcome-domain matrix,term-outcome pair,main,A,A_treatment_context,treatment_context,JAK_inhibitor,specific,treatment_context,treatment_context,FALSE,TRUE,2,0.13,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.,"Treatment-context node; retained separately, not interpreted as treatment effect or drug-risk estimate.",0,0,0
golimumab,golimumab,Figure 2,Figure 2:Outcome-domain matrix,term-outcome pair,main,A,A_treatment_context,treatment_context,TNF_inhibitor,specific,treatment_context,treatment_context,FALSE,TRUE,0,0,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.,"Treatment-context node; retained separately, not interpreted as treatment effect or drug-risk estimate.",0,0,0
sarilumab,sarilumab,Figure 2,Figure 2:Outcome-domain matrix,term-outcome pair,main,A,A_treatment_context,treatment_context,IL6_pathway_biologic,specific,treatment_context,treatment_context,FALSE,TRUE,1,0.07,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.,"Treatment-context node; retained separately, not interpreted as treatment effect or drug-risk estimate.",0,0,0
upadacitinib,upadacitinib,Figure 2,Figure 2:Outcome-domain matrix,term-outcome pair,main,A,A_treatment_context,treatment_context,JAK_inhibitor,specific,treatment_context,treatment_context,FALSE,TRUE,1,0.07,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.,"Treatment-context node; retained separately, not interpreted as treatment effect or drug-risk estimate.",0,0,0
TERT,TERT,Figure 2;Figure 3;Figure 4;Figure 6,Figure 2:Outcome-domain matrix;Figure 3:B;Figure 3:B/C;Figure 4:A/B;Figure 6:Integrated summary,term-outcome pair;AE-ILD ABC triad component;AE-ILD bridge network node;AE-ILD bridge network edge endpoint;progression/mortality ABC triad component;assigned integrated summary term;integrated term-outcome evidence,main,A,A_genetic,genetics,telomere_genetics,specific,primary_atlas,main,TRUE,TRUE,6,0.4,2,AE-ILD=0; progression=1; mortality=3,4,3,mortality,Outcome-domain pair evidence from current dictionary and hit matrix.;Conservative AE-ILD ABC triads from primary disease-state atlas with prespecified support filters.;Displayed nodes in AE-ILD bridge atlas.;Displayed edge endpoints in AE-ILD bridge atlas.;Progression and mortality ABC triads selected by primary disease-state atlas support filters.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,1,3
COPD,COPD,Figure 2;Figure 3;Figure 4;Figure 6,Figure 2:Outcome-domain matrix;Figure 3:B;Figure 3:B/C;Figure 4:A/B;Figure 6:Integrated summary,term-outcome pair;AE-ILD ABC triad component;AE-ILD bridge network node;AE-ILD bridge network edge endpoint;progression/mortality ABC triad component;displayed shared/outcome-facing term;assigned integrated summary term;integrated term-outcome evidence,main,A,A_comorbidity,comorbidity_or_complication,comorbidity,specific,primary_atlas,main,TRUE,TRUE,66,4.42,2,AE-ILD=0; progression=6; mortality=25,31,25,mortality,"Outcome-domain pair evidence from current dictionary and hit matrix.;Conservative AE-ILD ABC triads from primary disease-state atlas with prespecified support filters.;Displayed nodes in AE-ILD bridge atlas.;Displayed edge endpoints in AE-ILD bridge atlas.;Progression and mortality ABC triads selected by primary disease-state atlas support filters.;Integrated summary terms assigned by all-three-outcome sharedness, two-outcome dagger rule and outcome-facing support.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,0,6,25
traction_bronchiectasis,traction bronchiectasis,Figure 2;Figure 3;Figure 4;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 3:C;Figure 4:C;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;AE-ILD-only evidence term;shared/outcome-facing bridge summary term;B bridge term summary;assigned integrated summary term;integrated term-outcome evidence,main,B,B_imaging_or_pattern,radiology_feature,fibrotic_radiology_feature,specific,primary_atlas,main,TRUE,TRUE,14,0.94,3,AE-ILD=1; progression=3; mortality=9,13,9,mortality,"Outcome-domain pair evidence from current dictionary and hit matrix.;AE-ILD-only bridge evidence combining ABC, co-mention and signed wording support.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Selected disease-state B bridge support summary used in biomarker/molecular network.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.",Displayed according to current dictionary metadata and figure-specific support rules.,1,3,9
CPI_index,Composite physiologic index,Figure 2;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;B bridge term summary;integrated term-outcome evidence,main,B,B_severity_index,severity_index,physiologic_severity_index,specific,primary_atlas,main,TRUE,TRUE,0,0,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.;Selected disease-state B bridge support summary used in biomarker/molecular network.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
RB_ILD,RB ILD,Figure 2;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;B bridge term summary;integrated term-outcome evidence,main,B,B_injury_or_pattern_descriptor,radiographic_or_pathologic_pattern,smoking_related_ILD_pattern,specific,primary_atlas,main,TRUE,TRUE,1,0.07,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.;Selected disease-state B bridge support summary used in biomarker/molecular network.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
air_trapping,air trapping,Figure 2;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;B bridge term summary;integrated term-outcome evidence,main,B,B_imaging_or_pattern,radiology_feature,airway_radiology,specific,primary_atlas,main,TRUE,TRUE,9,0.6,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.;Selected disease-state B bridge support summary used in biomarker/molecular network.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
lower_lobe_pred,lower lobe pred,Figure 2;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;B bridge term summary;integrated term-outcome evidence,main,B,B_imaging_or_pattern,radiology_feature,radiographic_distribution,specific,primary_atlas,main,TRUE,TRUE,0,0,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.;Selected disease-state B bridge support summary used in biomarker/molecular network.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
mosaic_attenuation,mosaic attenuation,Figure 2;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;B bridge term summary;integrated term-outcome evidence,main,B,B_imaging_or_pattern,radiology_feature,airway_radiology,specific,primary_atlas,main,TRUE,TRUE,1,0.07,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.;Selected disease-state B bridge support summary used in biomarker/molecular network.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
tree_in_bud,tree in bud,Figure 2;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;B bridge term summary;integrated term-outcome evidence,main,B,B_imaging_or_pattern,radiology_feature,airway_radiology,specific,primary_atlas,main,TRUE,TRUE,0,0,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.;Selected disease-state B bridge support summary used in biomarker/molecular network.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
EORA,EORA,Figure 2;Figure 6,Figure 2:Outcome-domain matrix;Figure 6:Integrated summary,term-outcome pair;assigned integrated summary term;integrated term-outcome evidence,main,A,A_host_factor,host_factor,host_demographic,specific,primary_atlas,main,TRUE,TRUE,4,0.27,1,AE-ILD=0; progression=0; mortality=1,1,1,mortality,Outcome-domain pair evidence from current dictionary and hit matrix.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,1
low_BMI,low BMI,Figure 2;Figure 6,Figure 2:Outcome-domain matrix;Figure 6:Integrated summary,term-outcome pair;assigned integrated summary term;integrated term-outcome evidence,main,A,A_host_factor,host_factor,nutrition,specific,primary_atlas,main,TRUE,TRUE,1,0.07,1,AE-ILD=0; progression=0; mortality=1,1,1,mortality,Outcome-domain pair evidence from current dictionary and hit matrix.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,1
silica,silica,Figure 2;Figure 6,Figure 2:Outcome-domain matrix;Figure 6:Integrated summary,term-outcome pair;assigned integrated summary term;integrated term-outcome evidence,main,A,A_environmental_exposure,environmental_exposure,environmental_exposure,specific,primary_atlas,main,TRUE,TRUE,3,0.2,1,AE-ILD=0; progression=1; mortality=0,1,1,progression,Outcome-domain pair evidence from current dictionary and hit matrix.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,1,0
ADMA,ADMA,Figure 2;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;biomarker/molecular term summary;integrated term-outcome evidence,main,B,B_circulating_or_tissue_biomarker,biomarker,endothelial_dysfunction,specific,primary_atlas,main,TRUE,TRUE,1,0.07,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.;Biomarker/molecular term support summary from current dictionary scope.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
APRIL,APRIL,Figure 2;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;biomarker/molecular term summary;integrated term-outcome evidence,main,B,B_circulating_or_tissue_biomarker,biomarker,B_cell_survival,specific,primary_atlas,main,TRUE,TRUE,0,0,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.;Biomarker/molecular term support summary from current dictionary scope.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
BAFF,BAFF,Figure 2;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;biomarker/molecular term summary;integrated term-outcome evidence,main,B,B_circulating_or_tissue_biomarker,biomarker,B_cell_survival,specific,primary_atlas,main,TRUE,TRUE,0,0,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.;Biomarker/molecular term support summary from current dictionary scope.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
CAR,CRP-to-albumin ratio,Figure 2;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;biomarker/molecular term summary;integrated term-outcome evidence,main,B,B_circulating_or_tissue_biomarker,biomarker,inflammatory_nutrition_ratio,specific,primary_atlas,main,TRUE,TRUE,0,0,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.;Biomarker/molecular term support summary from current dictionary scope.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
CC16_SCGB1A1,CC16 SCGB1A1,Figure 2;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;biomarker/molecular term summary;integrated term-outcome evidence,main,B,B_circulating_or_tissue_biomarker,biomarker,airway_epithelial_biomarker,specific,primary_atlas,main,TRUE,TRUE,0,0,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.;Biomarker/molecular term support summary from current dictionary scope.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
CCL21,CCL21,Figure 2;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;biomarker/molecular term summary;integrated term-outcome evidence,main,B,B_circulating_or_tissue_biomarker,biomarker,lymphoid_homing_chemokine,specific,primary_atlas,main,TRUE,TRUE,0,0,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.;Biomarker/molecular term support summary from current dictionary scope.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
CX3CL1,CX3CL1,Figure 2;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;biomarker/molecular term summary;integrated term-outcome evidence,main,B,B_circulating_or_tissue_biomarker,biomarker,immune_epithelial_chemokine,specific,primary_atlas,main,TRUE,TRUE,1,0.07,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.;Biomarker/molecular term support summary from current dictionary scope.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
CXCL9,CXCL9,Figure 2;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;biomarker/molecular term summary;integrated term-outcome evidence,main,B,B_circulating_or_tissue_biomarker,biomarker,chemokine_IFN_axis,specific,primary_atlas,main,TRUE,TRUE,1,0.07,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.;Biomarker/molecular term support summary from current dictionary scope.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
ICAM1,ICAM1,Figure 2;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;biomarker/molecular term summary;integrated term-outcome evidence,main,B,B_circulating_or_tissue_biomarker,biomarker,endothelial_activation,specific,primary_atlas,main,TRUE,TRUE,2,0.13,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.;Biomarker/molecular term support summary from current dictionary scope.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
VCAM1,VCAM1,Figure 2;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;biomarker/molecular term summary;integrated term-outcome evidence,main,B,B_circulating_or_tissue_biomarker,biomarker,endothelial_activation,specific,primary_atlas,main,TRUE,TRUE,1,0.07,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.;Biomarker/molecular term support summary from current dictionary scope.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
anti_HSP90cit,anti HSP90cit,Figure 2;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;biomarker/molecular term summary;integrated term-outcome evidence,main,A,A_serological_phenotype,serological_host_factor,RA_ILD_autoantibody,specific,primary_atlas,main,TRUE,TRUE,1,0.07,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.;Biomarker/molecular term support summary from current dictionary scope.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
GERD,GERD,Figure 2;Figure 6,Figure 2:Outcome-domain matrix;Figure 6:Integrated summary,term-outcome pair;integrated term-outcome evidence,main,A,A_comorbidity,comorbidity_or_complication,comorbidity,specific,primary_atlas,main,TRUE,TRUE,8,0.54,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
metal_dust,metal dust,Figure 2;Figure 6,Figure 2:Outcome-domain matrix;Figure 6:Integrated summary,term-outcome pair;integrated term-outcome evidence,main,A,A_environmental_exposure,environmental_exposure,environmental_exposure,specific,primary_atlas,main,TRUE,TRUE,0,0,0,AE-ILD=0; progression=0; mortality=0,0,0,NA,Outcome-domain pair evidence from current dictionary and hit matrix.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,0,0
hypoalbuminemia,hypoalbuminemia,Figure 2;Figure 4;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:A/B;Figure 6:Integrated summary,term-outcome pair;progression/mortality ABC triad component;assigned integrated summary term;integrated term-outcome evidence,main,A,A_host_factor,host_factor,nutrition,specific,primary_atlas,main,TRUE,TRUE,8,0.54,2,AE-ILD=0; progression=1; mortality=4,5,4,mortality,Outcome-domain pair evidence from current dictionary and hit matrix.;Progression and mortality ABC triads selected by primary disease-state atlas support filters.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,1,4
CPFE,CPFE,Figure 2;Figure 4;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:A/B;Figure 4:C;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;progression/mortality ABC triad component;shared/outcome-facing bridge summary term;B bridge term summary;assigned integrated summary term;integrated term-outcome evidence,main,B,B_imaging_or_pattern,radiographic_or_pathologic_pattern,ILD_pattern,specific,primary_atlas,main,TRUE,TRUE,11,0.74,2,AE-ILD=0; progression=1; mortality=5,6,5,mortality,Outcome-domain pair evidence from current dictionary and hit matrix.;Progression and mortality ABC triads selected by primary disease-state atlas support filters.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Selected disease-state B bridge support summary used in biomarker/molecular network.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,1,5
LIP,LIP,Figure 2;Figure 4;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge summary term;B bridge term summary;assigned integrated summary term;integrated term-outcome evidence,main,B,B_injury_or_pattern_descriptor,radiographic_or_pathologic_pattern,ILD_pattern,specific,primary_atlas,main,TRUE,TRUE,26,1.74,3,AE-ILD=1; progression=4; mortality=6,11,6,mortality,Outcome-domain pair evidence from current dictionary and hit matrix.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Selected disease-state B bridge support summary used in biomarker/molecular network.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,1,4,6
subpleural,subpleural,Figure 2;Figure 4;Figure 5;Figure 6,Figure 2:Outcome-domain matrix;Figure 4:C;Figure 5:Main;Figure 6:Integrated summary,term-outcome pair;shared/outcome-facing bridge summary term;B bridge term summary;assigned integrated summary term;integrated term-outcome evidence,main,B,B_imaging_or_pattern,radiology_feature,radiographic_distribution,specific,primary_atlas,main,TRUE,TRUE,21,1.41,2,AE-ILD=0; progression=4; mortality=5,9,5,mortality,Outcome-domain pair evidence from current dictionary and hit matrix.;Summary of shared and outcome-facing progression/mortality bridge concepts.;Selected disease-state B bridge support summary used in biomarker/molecular network.;All terms assigned to shared/outcome-facing categories by data-driven rules.;Term-outcome evidence underlying integrated Figure 6 summary.,Displayed according to current dictionary metadata and figure-specific support rules.,0,4,5
